 LUSGSRDRPStenD_10           1          13   2.1075926963499293E-003   2.5000000000000000     
 LUSGSRDRPStenD_10           2          13   5.5202603373421394E-008   2.5000000000000000     
 LUSGSRDRPStenD_10           3          14   5.9353062725926720E-008   2.5000000000000000     
 LUSGSRDRPStenD_10           4          14   6.0370219842273420E-008   2.5000000000000000     
 LUSGSRDRPStenD_10           5          14   6.0285303012195396E-008   2.5000000000000000     
 LUSGSRDRPStenD_10           6          14   5.9895201530695691E-008   2.5000000000000000     
 LUSGSRDRPStenD_10           7          14   5.9336886811586081E-008   2.5000000000000000     
 LUSGSRDRPStenD_10           8          14   5.8809864781402682E-008   2.5000000000000000     
 LUSGSRDRPStenD_10           9          14   5.8210943176383728E-008   2.5000000000000000     
 LUSGSRDRPStenD_10          10          14   5.7692405120140372E-008   2.5000000000000000     
 LUSGSRDRPStenD_10          11          14   5.7103413755345278E-008   2.5000000000000000     
 LUSGSRDRPStenD_10          12          14   5.6609481566792519E-008   2.5000000000000000     
 LUSGSRDRPStenD_10          13          14   5.6037390319153835E-008   2.5000000000000000     
 LUSGSRDRPStenD_10          14          14   5.5569457285253171E-008   2.5000000000000000     
 LUSGSRDRPStenD_10          15          14   5.5016581367028916E-008   2.5000000000000000     
 LUSGSRDRPStenD_10          16          14   5.4574508423239215E-008   2.5000000000000000     
 LUSGSRDRPStenD_10          17          14   5.4042904464035590E-008   2.5000000000000000     
 LUSGSRDRPStenD_10          18          14   5.3626548400260293E-008   2.5000000000000000     
 LUSGSRDRPStenD_10          19          14   5.3118115221888890E-008   2.5000000000000000     
 LUSGSRDRPStenD_10          20          14   5.2727408266818598E-008   2.5000000000000000     
 LUSGSRDRPStenD_10          21          14   5.2243517836489395E-008   2.5000000000000000     
 LUSGSRDRPStenD_10          22          14   5.1878389529125962E-008   2.5000000000000000     
 LUSGSRDRPStenD_10          23          14   5.1419637674045976E-008   2.5000000000000000     
 LUSGSRDRPStenD_10          24          14   5.1079974994552857E-008   2.5000000000000000     
